,hba1c,hba1c,hba1c,routine_visits_est,routine_visits_est,routine_visits_est,hospital_nights_est,hospital_nights_est,hospital_nights_est
,mean,std,count,mean,std,count,mean,std,count
comorbid,,,,,,,,,
False,7.276168224299066,1.4852500873221477,642,5.542121684867395,4.1782290496596355,641,0.296411856474259,0.7661610340582483,641
True,7.868817204301075,2.0026601056672675,93,6.380434782608695,4.7186615519502775,92,0.44565217391304346,0.9874390278551308,92
